Product Name,Price,Ratings,Model Number,Processor,RAM,Operating System,Storage,Warranty,Brand,text
CHUWI,"₹16,490",3.7,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus,"₹54,990",4.3,,Snapdragon X Plus Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,1 TB SSD,1 Year Carry-in Warranty,Lenovo,"Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus for ₹₹54,990 - Snapdragon X Plus Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty"
Lenovo V14,"₹44,999",4.1,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year brand Onsite Warranty,Lenovo,"Lenovo V14 for ₹₹44,999 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year brand Onsite Warranty"
MSI Thin 15,"₹61,990",4.1,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹61,990 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
"ASUS Vivobook 15, with Backlit Keyboard,","₹45,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,ASUS,"ASUS Vivobook 15, with Backlit Keyboard, for ₹₹45,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.3,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
Acer One,"₹43,999",4.2,,Intel Core i3 Processor,(11th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Warranty,Acer,"Acer One for ₹₹43,999 - Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty"
HP AMD Ryzen 5 Quad Core 7520U,"₹39,490",3.9,15-fc0156AU,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP AMD Ryzen 5 Quad Core 7520U for ₹₹39,490 - AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹54,990",4.3,,AMD Ryzen 7 Octa Core Processor,8 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹54,990 - AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,"₹1,14,990",4.9,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,SAMSUNG,"SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis for ₹₹1,14,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty"
ASUS Vivobook 15,"₹61,990",4.2,,Intel Core i7 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 15 for ₹₹61,990 - Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
DELL MSO'2024,"₹36,490",4.2,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,,DELL,"DELL MSO'2024 for ₹₹36,490 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20241 Year Onsite Hardware Service"
Lenovo IdeaPad Slim 3,"₹52,500",4.2,,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹52,500 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty."
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",ASUS,"ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",3.7,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U,"₹41,990",4.1,AL15-41,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U for ₹₹41,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
"Acer Aspire 3 with Backlit Keyboard,","₹44,990",4.1,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire 3 with Backlit Keyboard, for ₹₹44,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty"
DELL 15,"₹47,490",3.9,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,"My Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",DELL,"DELL 15 for ₹₹47,490 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty"
HP AMD Ryzen 5 Quad Core 7520U,"₹39,490",3.9,15-fc0156AU,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP AMD Ryzen 5 Quad Core 7520U for ₹₹39,490 - AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS Chromebook,"₹13,990",3.8,,Intel Celeron Dual Core Processor,4 GB LPDDR4XRAM,Chrome Operating System,,1 Year Onsite Warranty,ASUS,"ASUS Chromebook for ₹₹13,990 - Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Onsite Warranty"
Lenovo LOQ Essential,"₹70,990",4.4,,Intel Core i7 Processor,(12th Gen)12 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo LOQ Essential for ₹₹70,990 - Intel Core i7 Processor (12th Gen)12 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U,"₹38,490",4.2,15ALC7,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U for ₹₹38,490 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U,"₹35,990",4.3,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,"Microsoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",HP,"HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U for ₹₹35,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty"
HP Pavilion,"₹69,990",4.4,16-af0056TU,Intel Core Ultra 5 Processor,16 GB LPDDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Pavilion for ₹₹69,990 - Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS,"₹52,990",3.6,,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS for ₹₹52,990 - AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹82,990",4.6,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹82,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Acer Aspire 7,"₹54,990",4.3,,Intel Core i5 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire 7 for ₹₹54,990 - Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹17,490",4.1,,Intel Celeron Quad Core Processor,(12th Gen)8 GB LPDDR5RAM,64 bit Windows 11 Home Operating System,256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹17,490 - Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
HP Victus,"₹69,990",4.4,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,Windows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,HP,"HP Victus for ₹₹69,990 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty"
"DELL Inspiron 15 with Backlit Keyboard,","₹59,480",4.2,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,,DELL,"DELL Inspiron 15 with Backlit Keyboard, for ₹₹59,480 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service"
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U,"₹50,990",4.0,AL15-41,AMD Ryzen 7 Octa Core Processor,16 GB DDR4RAM,64 bit Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U for ₹₹50,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS Vivobook 15,"₹61,990",4.2,,Intel Core i7 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 15 for ₹₹61,990 - Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP 250R G9 (2024),"₹31,990",4.5,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,Windows 111 Year Onsite Warranty,HP,"HP 250R G9 (2024) for ₹₹31,990 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 111 Year Onsite Warranty"
HP Omen AMD Ryzen 7 Octa Core 7840HS,"₹95,990",4.5,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Omen AMD Ryzen 7 Octa Core 7840HS for ₹₹95,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty"
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS,"₹72,990",4.3,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,64 bit Windows 11 Operating System,512 GB SSD,Microsoft Office 2021 t1 Year Onsite Warranty,HP,"HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS for ₹₹72,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) DisplayMicrosoft Office 2021 t1 Year Onsite Warranty"
HP Pavilion AI PC,"₹63,990",4.4,,Intel Core Ultra 5 Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,HP,"HP Pavilion AI PC for ₹₹63,990 - Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Carry-in Warranty"
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U,"₹40,990",4.4,,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U for ₹₹40,990 - AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Acer Aspire 3,"₹17,990",3.8,A311-45,Intel Celeron Dual Core Processor,8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,1 Year Warranty,Acer,"Acer Aspire 3 for ₹₹17,990 - Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty"
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U,"₹33,990",4.1,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U for ₹₹33,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty"
Lenovo V15 AMD Ryzen 5 Quad Core 7520U,"₹34,990",4.2,,AMD Ryzen 5 Quad Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Brand Warranty,Lenovo,"Lenovo V15 AMD Ryzen 5 Quad Core 7520U for ₹₹34,990 - AMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Brand Warranty"
ASUS Vivobook 15,"₹32,990",4.3,,Intel Core i3 Processor,(12th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 15 for ₹₹32,990 - Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS Chromebook,"₹15,990",3.8,,Intel Celeron Dual Core Processor,4 GB LPDDR4XRAM,Chrome Operating System,,1 Year Onsite Warranty,ASUS,"ASUS Chromebook for ₹₹15,990 - Intel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS Chromebook,"₹16,990",3.8,,Intel Celeron Dual Core Processor,8 GB LPDDR4XRAM,Chrome Operating System,,1 Year Onsite Warranty,ASUS,"ASUS Chromebook for ₹₹16,990 - Intel Celeron Dual Core Processor8 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP Backlit,"₹44,990",4.3,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Backlit for ₹₹44,990 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",3.7,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
HP Omen AMD Ryzen 7 Octa Core 7840HS,"₹95,990",4.5,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,HP,"HP Omen AMD Ryzen 7 Octa Core 7840HS for ₹₹95,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty"
Lenovo LOQ,"₹94,990",4.3,,Intel Core i7 Processor,(13th Gen)24 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Lenovo,"Lenovo LOQ for ₹₹94,990 - Intel Core i7 Processor (13th Gen)24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.2,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.3,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
Acer Swift Go 14 Snapdragon X Plus,"₹55,990",4.4,SFG14-01-X9C8,Snapdragon X Plus Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Swift Go 14 Snapdragon X Plus for ₹₹55,990 - Snapdragon X Plus Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD36.83 cm (14.5 Inch) Display1 Year Carry-in Warranty"
Acer Aspire 3,"₹23,490",3.8,A325-45,Intel Celeron Dual Core Processor,8 GB LPDDR4XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire 3 for ₹₹23,490 - Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Apple MacBook AIR Apple M2,"₹70,990",4.7,,Apple M2 Processor,16 GB Unified MemoryRAM,Mac OS Operating System,256 GB SSD,"Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather1 Year Limited Warranty",Apple,"Apple MacBook AIR Apple M2 for ₹₹70,990 - Apple M2 Processor16 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather1 Year Limited Warranty"
